Beneficiary_Region,Commodity_Type,Reporting_Period,HH_in_Need,Qty_Given,Programme_Category,Priority_Level,District_Code,Gap_Balance,Donor_Name,Notes,Record_ID
Faisalabad,Hygiene,2025/05/01,406.0,263.0,Seasonal Aid,Low,PK-FAI,143,Govt Relief Fund,Partial delivery,REC01232
Gujranwala,Shelter,2025/12/01,480.0,340.0,Development,Medium,PK-GUJ,140,USAID,,REC01894
Gujranwala,Hygiene,Oct-2025,533.0,519.0,Seasonal Aid,Medium,PK-GUJ,14,Local Fund,,REC00552
Sargodha,Clothing,2025-07-01,662.0,534.0,Recovery,High,PK-SAR,128,Govt Relief Fund,N/A,REC02896
Multan,Shelter,Aug-2025,701.0,287.0,Development,High,PK-MUL,414,WFP,Reported late,REC01552
Bahawalpur,Water,2026/03/01,195.0,169.0,Seasonal Aid,Medium,PK-BAH,26,USAID,N/A,REC01620
Karachi,Water,2025-04-01,632.0,506.0,Seasonal Aid,Medium,PK-KAR,126,Red Crescent,Reported late,REC02192
Hyderabad,Hygiene,2026/09/01,363.0,289.0,Recovery,Medium,PK-HYD,74,UNHCR,Reported late,REC00477
Hyderabad,Medicine,Jun-2026,155.0,146.0,Development,Low,PK-HYD,-30,Local Fund,Partial delivery,REC02958
Sargodha,Hygiene,2025-08-01,561.0,389.0,Seasonal Aid,High,PK-SAR,172,WFP,,REC01707
Karachi,Water,2025-03-01,735.0,574.0,Development,Low,PK-KAR,139,WFP,Delayed due to weather,REC01530
Quetta,Hygiene,2025/06/01,251.0,150.0,Recovery,High,PK-QUE,101,USAID,Partial delivery,REC01243
Sialkot,Clothing,07/01/2026,407.0,358.0,Seasonal Aid,Medium,PK-SIA,49,WFP,Reported late,REC02230
quetta,Hygiene,2026/02/01,299.0,263.0,Recovery,Low,PK-QUE,36,UNICEF,Awaiting confirmation,REC02385
Peshawar,Food,2026/05/01,842.0,288.0,Seasonal Aid,Low,PK-PES,554,UNHCR,Awaiting confirmation,REC02046
Lahore,Medicine,Mar-2025,771.0,459.0,Development,High,PK-LAH,312,Govt Relief Fund,Verified by field officer,REC02241
Quetta,Shelter,03/01/2025,814.0,475.0,Development,Low,PK-QUE,339,Local Fund,Awaiting confirmation,REC00632
Sargodha,Clothing,Oct-2025,502.0,268.0,Emergency,High,PK-SAR,234,WFP,Reported late,REC01276
Rawalpindi,Shelter,Oct-2026,458.0,368.0,Seasonal Aid,Low,PK-RAW,90,WFP,Delayed due to weather,REC00717
Gujranwala,Water,2026-01-01,721.0,482.0,Recovery,Medium,PK-GUJ,239,UNICEF,Partial delivery,REC01227
Gujranwala,Food,2026-03-01,789.0,517.0,Development,High,PK-GUJ,272,Govt Relief Fund,Reported late,REC00242
Rawalpindi,Clothing,06/01/2026,521.0,361.0,Development,High,,160,Local Fund,N/A,REC02573
Hyderabad,Clothing,Aug-2025,370.0,360.0,Development,High,PK-HYD,10,Red Crescent,Reported late,REC00028
Gujranwala,Water,2026/06/01,821.0,591.0,Emergency,Low,PK-GUJ,230,Govt Relief Fund,N/A,REC01854
Sargodha,Water,01/01/2026,778.0,433.0,Seasonal Aid,Low,PK-SAR,345,UNICEF,Partial delivery,REC00740
Lahore,Shelter,2026/03/01,833.0,388.0,Emergency,High,PK-LAH,445,WFP,Verified by field officer,REC01506
Quetta,Hygiene,2026/11/01,286.0,119.0,Emergency,Medium,PK-QUE,167,WFP,Reported late,REC00356
Karachi,Clothing,2026-08-01,636.0,333.0,Emergency,High,PK-KAR,303,UNICEF,N/A,REC02381
karachi,Medicine,2026/07/01,727.0,496.0,Seasonal Aid,Low,PK-KAR,231,Red Crescent,Awaiting confirmation,REC02703
Sialkot,Food,2025/08/01,674.0,704.0,Development,Medium,PK-SIA,-30,USAID,Verified by field officer,REC02232
Multan,Water,2026/11/01,234.0,76.0,Development,Low,PK-MUL,158,Red Crescent,,REC01026
Sialkot,Medicine,08/01/2026,670.0,442.0,Recovery,Medium,PK-SIA,228,UNHCR,Reported late,REC01249
Peshawar,Water,Dec-2025,772.0,561.0,Seasonal Aid,Medium,PK-PES,211,UNHCR,Delayed due to weather,REC00313
Faisalabad,Medicine,2025-03-01,425.0,435.0,Seasonal Aid,Medium,PK-FAI,-10,UNHCR,Reported late,REC01893
Rawalpindi,Hygiene,Aug-2026,145.0,123.0,Emergency,High,PK-RAW,22,UNHCR,Awaiting confirmation,REC01468
Bahawalpur,Hygiene,Dec-2026,697.0,376.0,Recovery,Medium,PK-BAH,321,WFP,,REC00298
Lahore,Food,06/01/2026,367.0,344.0,Recovery,Low,PK-LAH,23,Govt Relief Fund,N/A,REC02990
multan,Shelter,Jan-2026,848.0,772.0,Seasonal Aid,Low,PK-MUL,76,Local Fund,Partial delivery,REC01107
Karachi,Water,Aug-2025,526.0,498.0,Recovery,Medium,PK-KAR,28,Govt Relief Fund,N/A,REC02871
Sialkot,Food,May-2025,680.0,322.0,Recovery,Low,PK-SIA,358,UNHCR,Partial delivery,REC02414
Faisalabad,Food,2026/09/01,611.0,394.0,Recovery,Medium,PK-FAI,217,Govt Relief Fund,Delayed due to weather,REC02670
Sargodha,Hygiene,05/01/2025,235.0,206.0,Recovery,Medium,PK-SAR,29,UNICEF,Awaiting confirmation,REC00550
Gujranwala,Clothing,10/01/2026,837.0,304.0,Emergency,Low,PK-GUJ,533,Red Crescent,,REC02787
Lahore,Medicine,Mar-2026,824.0,786.0,Seasonal Aid,Medium,PK-LAH,38,Local Fund,Reported late,REC02177
Sialkot,Hygiene,2026/09/01,416.0,386.0,Development,Medium,PK-SIA,30,USAID,Partial delivery,REC00205
Quetta,Medicine,2026/09/01,675.0,492.0,Emergency,Medium,PK-QUE,183,Govt Relief Fund,,REC01236
Sialkot,Hygiene,2025-06-01,98.0,65.0,Emergency,High,PK-SIA,33,Govt Relief Fund,Partial delivery,REC02942
Karachi,Medicine,2026-09-01,278.0,97.0,Seasonal Aid,Medium,PK-KAR,181,UNICEF,,REC02812
Sialkot,Food,2026/06/01,853.0,558.0,Seasonal Aid,High,PK-SIA,295,UNICEF,,REC02398
Gujranwala,Water,01/01/2026,212.0,150.0,Emergency,,PK-GUJ,62,UNHCR,Awaiting confirmation,REC02888
Multan,Food,2026/01/01,700.0,580.0,Development,Low,PK-MUL,120,Govt Relief Fund,N/A,REC00132
Rawalpindi,Medicine,02/01/2026,812.0,601.0,Recovery,Low,PK-RAW,211,Red Crescent,Reported late,REC02786
Gujranwala,Water,2025-06-01,415.0,226.0,Recovery,High,PK-GUJ,189,Govt Relief Fund,Partial delivery,REC00476
Peshawar,Hygiene,2025-11-01,301.0,132.0,Emergency,Low,PK-PES,169,WFP,Partial delivery,REC02252
Hyderabad,Hygiene,2025-11-01,864.0,866.0,Development,Low,PK-HYD,-2,UNICEF,,REC00684
Peshawar,Clothing,10/01/2025,,242.0,Development,Medium,PK-PES,266,Red Crescent,Partial delivery,REC00085
Rawalpindi,Food,2025-08-01,675.0,456.0,Seasonal Aid,Low,PK-RAW,219,WFP,Partial delivery,REC02839
Bahawalpur,Water,Apr-2026,408.0,317.0,Emergency,,PK-BAH,91,WFP,Partial delivery,REC02645
Hyderabad,Shelter,2026-10-01,756.0,450.0,Seasonal Aid,Low,PK-HYD,306,Govt Relief Fund,Verified by field officer,REC01436
Lahore,Hygiene,2026/08/01,741.0,637.0,,Medium,PK-LAH,104,UNHCR,Partial delivery,REC00352
Multan,Medicine,04/01/2026,186.0,66.0,Recovery,High,PK-MUL,120,WFP,Reported late,REC01764
Rawalpindi,Water,09/01/2026,743.0,477.0,Development,Low,PK-RAW,266,Govt Relief Fund,Partial delivery,REC00558
Peshawar,Food,Mar-2025,878.0,741.0,Recovery,Medium,PK-PES,137,Govt Relief Fund,Partial delivery,REC01007
Lahore,Water,Jul-2025,,376.0,Seasonal Aid,Low,PK-LAH,111,WFP,,REC01838
Karachi,Medicine,01/01/2025,406.0,151.0,Seasonal Aid,High,PK-KAR,255,UNHCR,Delayed due to weather,REC00077
Lahore,Clothing,2025/08/01,651.0,423.0,Seasonal Aid,Low,PK-LAH,228,UNICEF,Reported late,REC02892
Quetta,Shelter,05/01/2025,315.0,267.0,Recovery,Low,PK-QUE,48,USAID,,REC00094
Peshawar,Water,11/01/2025,,419.0,Emergency,High,PK-PES,18,Red Crescent,Reported late,REC02748
Lahore,Medicine,Oct-2026,651.0,252.0,Seasonal Aid,Medium,PK-LAH,399,Red Crescent,,REC02122
Multan,Medicine,Apr-2026,103.0,41.0,Development,High,PK-MUL,62,WFP,Verified by field officer,REC00138
Faisalabad,Water,Jun-2025,653.0,606.0,Emergency,High,PK-FAI,47,UNHCR,N/A,REC00817
Gujranwala,Shelter,2026/10/01,,169.0,Emergency,Medium,PK-GUJ,10,UNICEF,Awaiting confirmation,REC01477
Sialkot,Clothing,2026/06/01,742.0,740.0,Development,Low,PK-SIA,2,USAID,Verified by field officer,REC02590
Rawalpindi,Food,2025/02/01,400.0,306.0,Recovery,Medium,PK-RAW,94,UNICEF,N/A,REC02635
Sialkot,Water,09/01/2025,781.0,593.0,Recovery,Low,PK-SIA,188,UNICEF,Delayed due to weather,REC01733
Hyderabad,Food,2026/04/01,882.0,691.0,Seasonal Aid,High,PK-HYD,191,Red Crescent,Partial delivery,REC00495
Gujranwala,Shelter,Jun-2026,496.0,222.0,Recovery,,PK-GUJ,274,Red Crescent,Partial delivery,REC02319
Faisalabad,Hygiene,2025-04-01,553.0,407.0,Recovery,Medium,PK-FAI,146,WFP,Partial delivery,REC00261
Faisalabad,Shelter,06/01/2025,592.0,271.0,Seasonal Aid,Low,PK-FAI,321,WFP,Partial delivery,REC02120
Faisalabad,Shelter,Feb-2025,440.0,275.0,Seasonal Aid,Low,PK-FAI,165,Govt Relief Fund,Verified by field officer,REC02838
Quetta,Hygiene,07/01/2026,,81.0,Recovery,Low,PK-QUE,90,UNICEF,Partial delivery,REC00378
Peshawar,Shelter,2025/08/01,567.0,341.0,Recovery,Low,PK-PES,226,USAID,Awaiting confirmation,REC02993
Bahawalpur,Water,2025/05/01,348.0,143.0,Seasonal Aid,High,PK-BAH,193,WFP,N/A,REC02200
Karachi,Shelter,08/01/2025,803.0,680.0,Development,Medium,PK-KAR,109,Red Crescent,Verified by field officer,REC02028
Bahawalpur,Shelter,09/01/2025,750.0,536.0,Development,High,PK-BAH,227,UNHCR,Awaiting confirmation,REC01309
Karachi,Water,2025/08/01,288.0,114.0,Recovery,Medium,PK-KAR,174,USAID,N/A,REC02842
Gujranwala,Water,2026-02-01,461.0,464.0,Development,Low,PK-GUJ,-3,UNICEF,,REC00612
Sialkot,Water,10/01/2026,230.0,115.0,Emergency,Low,PK-SIA,115,UNHCR,Verified by field officer,REC02750
Lahore,Clothing,12/01/2025,456.0,278.0,Emergency,Low,PK-LAH,178,UNICEF,,REC00811
Multan,Shelter,Oct-2025,418.0,358.0,Emergency,High,PK-MUL,60,WFP,Reported late,REC00073
Faisalabad,Shelter,04/01/2025,311.0,287.0,Recovery,Medium,PK-FAI,24,UNHCR,Verified by field officer,REC00228
Peshawar,Medicine,2025/12/01,449.0,355.0,Emergency,High,PK-PES,94,UNICEF,Partial delivery,REC01515
Faisalabad,Clothing,2025/01/01,499.0,426.0,Emergency,High,PK-FAI,73,WFP,,REC01486
Sialkot,Hygiene,2025/07/01,200.0,201.0,Development,Medium,PK-SIA,-1,WFP,,REC02552
Hyderabad,Clothng,2026/02/01,413.0,265.0,Recovery,Medium,PK-HYD,148,Local Fund,,REC02014
Lahore,Food,Sep-2025,788.0,678.0,Development,Low,PK-LAH,110,Red Crescent,Awaiting confirmation,REC01864
Sargodha,Water,2025/05/01,802.0,369.0,Seasonal Aid,High,PK-SAR,433,Red Crescent,,REC02150
Multan,Medicine,2025/09/01,871.0,819.0,Emergency,High,PK-MUL,52,Govt Relief Fund,,REC02539
Peshawar,Food,Jul-2026,850.0,301.0,,Medium,PK-PES,549,Govt Relief Fund,Awaiting confirmation,REC02560
Karachi,Water,04/01/2026,157.0,99.0,Recovery,Medium,PK-KAR,58,WFP,Reported late,REC00130
Peshawar,Clothing,2026/06/01,884.0,454.0,Development,Low,PK-PES,430,UNHCR,Awaiting confirmation,REC00586
Bahawalpur,Water,02/01/2026,299.0,103.0,Emergency,Medium,PK-BAH,196,Red Crescent,Delayed due to weather,REC02553
Gujranwala,Food,May-2025,459.0,241.0,Emergency,Medium,PK-GUJ,218,Local Fund,Reported late,REC00685
Gujranwala,Medicine,Nov-2025,259.0,185.0,Emergency,Low,PK-GUJ,74,UNHCR,N/A,REC01901
Sargodha,Medicine,02/01/2026,286.0,223.0,Development,High,PK-SAR,63,Govt Relief Fund,Awaiting confirmation,REC02426
Quetta,Medicine,2025-07-01,399.0,206.0,Emergency,Medium,PK-QUE,193,USAID,,REC02700
Gujranwala,Food,Nov-2026,464.0,294.0,Development,Medium,PK-GUJ,170,Red Crescent,N/A,REC01315
Hyderabad,Hygiene,Mar-2026,208.0,175.0,Emergency,Medium,PK-HYD,33,USAID,,REC00222
Lahore,Hygiene,Jun-2026,734.0,727.0,Emergency,High,PK-LAH,7,Red Crescent,Verified by field officer,REC02572
Sialkot,Hygiene,2025/02/01,,140.0,Seasonal Aid,Low,PK-SIA,256,Govt Relief Fund,Awaiting confirmation,REC00692
Rawalpindi,Hygiene,2026-08-01,838.0,633.0,Recovery,Medium,,205,USAID,Partial delivery,REC00735
Quetta,Food,2025/08/01,265.0,121.0,Emergency,Low,PK-QUE,106,UNICEF,Awaiting confirmation,REC00730
Hyderabad,Food,Dec-2026,688.0,280.0,Development,Medium,PK-HYD,408,USAID,,REC02699
Peshawar,Water,2026-12-01,370.0,272.0,Emergency,Low,PK-PES,98,UNHCR,Partial delivery,REC02356
Quetta,Shelter,Mar-2025,825.0,294.0,Development,High,PK-QUE,531,Local Fund,Awaiting confirmation,REC02209
Faisalabad,Hygiene,2025/05/01,601.0,413.0,Emergency,High,PK-FAI,188,UNHCR,Verified by field officer,REC01982
Hyderabad,Food,11/01/2025,677.0,700.0,Emergency,Medium,PK-HYD,-23,Red Crescent,Awaiting confirmation,REC02559
Hyderabad,Medicine,Feb-2025,844.0,279.0,Seasonal Aid,Low,PK-HYD,565,Local Fund,N/A,REC01073
Karachi,Clothing,12/01/2025,320.0,216.0,Recovery,Medium,PK-KAR,104,Red Crescent,Partial delivery,REC00828
Peshawar,Water,12/01/2025,778.0,591.0,Emergency,Medium,PK-PES,154,Govt Relief Fund,Delayed due to weather,REC02847
Sargodha,Hygiene,05/01/2025,499.0,,Development,Low,PK-SAR,134,WFP,Awaiting confirmation,REC00782
Gujranwala,Clothing,08/01/2025,780.0,814.0,Development,Medium,PK-GUJ,-34,UNHCR,Verified by field officer,REC01824
Gujranwala,Water,2026/01/01,502.0,502.0,Emergency,Medium,PK-GUJ,0,Local Fund,N/A,REC00005
Lahore,Hygiene,Oct-2026,533.0,201.0,Seasonal Aid,High,PK-LAH,332,Local Fund,Reported late,REC01070
Sialkot,Hygiene,Jan-2025,683.0,701.0,Recovery,Low,PK-SIA,-18,Local Fund,Awaiting confirmation,REC02032
Sargodha,Hygiene,2025/04/01,210.0,215.0,Seasonal Aid,Low,PK-SAR,-5,Red Crescent,Reported late,REC02562
Gujranwala,Clothing,Apr-2025,491.0,300.0,Seasonal Aid,Medium,PK-GUJ,199,UNICEF,Verified by field officer,REC00070
Hyderabad,Water,2026/02/01,744.0,712.0,Development,Medium,PK-HYD,32,UNICEF,Delayed due to weather,REC02020
Quetta,Medicine,10/01/2026,601.0,469.0,Recovery,High,PK-QUE,132,Local Fund,Awaiting confirmation,REC01493
Sargodha,Medicine,03/01/2025,589.0,338.0,Seasonal Aid,Medium,PK-SAR,251,Local Fund,Partial delivery,REC02852
Sialkot,Shelter,2026-04-01,773.0,315.0,Recovery,Low,PK-SIA,458,USAID,Awaiting confirmation,REC02053
Multan,Medicine,05/01/2026,292.0,241.0,Seasonal Aid,Medium,PK-MUL,51,Local Fund,Verified by field officer,REC00930
Lahore,Food,10/01/2025,874.0,332.0,Recovery,Medium,PK-LAH,542,Local Fund,Partial delivery,REC01702
faisalabad,Hygiene,Sep-2025,421.0,355.0,Emergency,High,PK-FAI,66,UNHCR,Verified by field officer,REC01160
Bahawalpur,Medicine,09/01/2025,809.0,300.0,Seasonal Aid,Medium,PK-BAH,509,Local Fund,N/A,REC02932
Faisalabad,Food,2025-09-01,800.0,782.0,Recovery,High,PK-FAI,6,Red Crescent,Awaiting confirmation,REC02370
Lahore,Clothing,2026/08/01,581.0,394.0,Emergency,High,PK-LAH,155,UNICEF,Delayed due to weather,REC01081
Karachii,Hygiene,Aug-2025,158.0,,Seasonal Aid,High,PK-KAR,58,Red Crescent,Partial delivery,REC00049
Sargodha,Food,04/01/2025,305.0,264.0,Seasonal Aid,Medium,PK-SAR,41,USAID,Verified by field officer,REC00254
Sargodha,Clothing,2025-12-01,499.0,514.0,Recovery,Low,PK-SAR,-15,Local Fund,,REC02094
Quetta,Clothing,Aug-2025,480.0,175.0,Development,Medium,PK-QUE,305,UNHCR,Verified by field officer,REC01581
Multan,Shelther,2026/10/01,755.0,340.0,Emergency,Medium,PK-MUL,415,UNHCR,Awaiting confirmation,REC02427
Bahawalpur,Clothing,2026/03/01,190.0,123.0,Development,Low,PK-BAH,67,WFP,Delayed due to weather,REC01817
Sargodha,Medicine,04/01/2025,311.0,245.0,Emergency,Medium,PK-SAR,66,UNHCR,Reported late,REC00083
Hyderabad,Hygiene,2025-07-01,817.0,261.0,Recovery,Low,PK-HYD,556,UNHCR,Verified by field officer,REC02520
Rawalpindi,Water,2025/05/01,141.0,75.0,Recovery,High,PK-RAW,66,UNICEF,,REC02629
Quetta,Shelter,01/01/2025,678.0,369.0,Development,Medium,PK-QUE,309,Local Fund,Delayed due to weather,REC00061
Hyderabad,Food,2026-02-01,790.0,311.0,Seasonal Aid,High,PK-HYD,479,Govt Relief Fund,N/A,REC00024
Sialkot,Clothing,01/01/2026,434.0,298.0,Development,Low,PK-SIA,136,Govt Relief Fund,,REC02400
Sialkot,Clothing,2026/06/01,600.0,378.0,Recovery,Low,PK-SIA,222,UNICEF,N/A,REC00921
Quetta,Water,10/01/2025,647.0,588.0,Seasonal Aid,High,PK-QUE,59,UNHCR,,REC02749
Sargodha,Food,2025/05/01,621.0,372.0,Emergency,Medium,PK-SAR,249,UNICEF,,REC02830
Lahore,Water,2026/07/01,423.0,146.0,Development,Low,PK-LAH,277,Govt Relief Fund,Verified by field officer,REC02806
Gujranwala,Medicine,2025/10/01,841.0,,Development,Low,PK-GUJ,426,Local Fund,Partial delivery,REC01344
Quetta,Hygiene,11/01/2025,190.0,162.0,Seasonal Aid,Medium,PK-QUE,28,UNHCR,Verified by field officer,REC02135
Faisalabad,Medicine,Dec-2025,325.0,262.0,Development,Medium,PK-FAI,63,Red Crescent,Partial delivery,REC01696
Karachi,Medicine,Jul-2025,579.0,525.0,Recovery,High,PK-KAR,54,WFP,,REC02399
Hyderabad,Medicine,2026/09/01,125.0,62.0,Development,Low,PK-HYD,63,UNICEF,N/A,REC02938
Sargodha,Clothing,2025/07/01,710.0,441.0,Recovery,High,PK-SAR,269,Red Crescent,Partial delivery,REC02039
Karachi,Shelter,Oct-2025,550.0,227.0,Recovery,Low,PK-KAR,323,USAID,,REC02419
Peshawar,Medicine,2025/05/01,685.0,319.0,Emergency,High,PK-PES,366,USAID,N/A,REC02554
Lahore,Clothing,2025-06-01,256.0,211.0,Recovery,High,PK-LAH,45,Govt Relief Fund,Reported late,REC00628
Rawalpindi,Food,2025-04-01,92.0,64.0,Recovery,Medium,PK-RAW,28,Red Crescent,Awaiting confirmation,REC02945
Peshawar,Hygiene,2026/08/01,101.0,58.0,Development,High,PK-PES,43,Govt Relief Fund,Reported late,REC01871
Rawalpindi,Clothing,May-2025,560.0,385.0,Recovery,Low,PK-RAW,175,WFP,,REC01797
Sargodha,Water,2026/12/01,229.0,124.0,Seasonal Aid,High,PK-SAR,105,Local Fund,,REC02157
Faisalabad,Clothing,2025/04/01,148.0,64.0,Seasonal Aid,High,PK-FAI,84,USAID,Partial delivery,REC02137
Hyderabad,Food,2026/05/01,299.0,227.0,Recovery,Low,PK-HYD,72,Govt Relief Fund,Reported late,REC02969
Rawalpindi,Water,11/01/2026,700.0,723.0,Emergency,High,PK-RAW,-23,Govt Relief Fund,Reported late,REC01066
Sialkot,Water,Aug-2026,795.0,746.0,Recovery,Medium,PK-SIA,49,UNICEF,Delayed due to weather,REC01747
Multan,Water,2026-05-01,369.0,319.0,Emergency,Low,PK-MUL,50,WFP,N/A,REC00524
Sargodha,Shelter,2026-08-01,110.0,111.0,Emergency,High,PK-SAR,-1,Local Fund,Reported late,REC00503
Sialkot,Water,2025/12/01,266.0,202.0,Emergency,Low,PK-SIA,64,WFP,N/A,REC01637
Hyderabad,Hygiene,2025-12-01,736.0,472.0,Recovery,Low,PK-HYD,264,Red Crescent,Partial delivery,REC00318
Gujranwala,Hygiene,2026/01/01,237.0,239.0,Development,Low,PK-GUJ,-2,USAID,Reported late,REC00521
Karachi,Food,Jun-2025,603.0,454.0,Development,Low,PK-KAR,149,WFP,,REC02449
Quetta,Clothing,May-2025,371.0,237.0,Recovery,High,PK-QUE,134,USAID,N/A,REC02613
Rawalpindi,Clothing,2026-09-01,549.0,435.0,Seasonal Aid,Medium,PK-RAW,114,Local Fund,Partial delivery,REC02782
Faisalabad,Water,2026/05/01,610.0,469.0,Development,High,PK-FAI,141,Red Crescent,N/A,REC00104
Peshawar,Food,06/01/2025,244.0,166.0,Recovery,Low,PK-PES,78,USAID,,REC02914
Bahawalpur,Food,2025-04-01,277.0,206.0,Recovery,Medium,PK-BAH,71,Red Crescent,N/A,REC01805
Multan,Food,2026/02/01,475.0,154.0,Development,High,PK-MUL,321,Govt Relief Fund,,REC02320
Multan,Shelter,2025-02-01,846.0,498.0,Recovery,Low,PK-MUL,348,Local Fund,,REC01266
Karachi,Hygiene,Jul-2026,766.0,354.0,Development,High,PK-KAR,412,Govt Relief Fund,Delayed due to weather,REC02194
Hyderabad,Medicine,Jul-2026,358.0,302.0,Emergency,Low,PK-HYD,56,Local Fund,Verified by field officer,REC01678
Quetta,Medicine,Dec-2026,887.0,747.0,Development,Low,,142,UNHCR,,REC02271
Faisalabad,Food,11/01/2026,409.0,255.0,Development,Low,PK-FAI,154,USAID,Partial delivery,REC02000
Rawalpindi,Clothing,Sep-2025,853.0,366.0,Recovery,Medium,PK-RAW,487,Local Fund,Delayed due to weather,REC02646
Sargodha,Clothing,2025/03/01,266.0,254.0,Recovery,Low,PK-SAR,12,WFP,N/A,REC01688
Sargodha,Medicine,04/01/2026,418.0,163.0,Seasonal Aid,Medium,PK-SAR,255,UNHCR,Partial delivery,REC01610
Bahawalpur,Food,Oct-2025,214.0,116.0,Recovery,High,PK-BAH,98,UNICEF,,REC02805
Gujranwala,Food,2026/07/01,301.0,262.0,Recovery,Medium,PK-GUJ,39,Local Fund,N/A,REC01597
Quetta,Shelter,2026/09/01,,240.0,,Low,PK-QUE,344,Local Fund,,REC01012
Lahore,Food,2026-07-01,560.0,325.0,Recovery,Medium,PK-LAH,235,USAID,Awaiting confirmation,REC02361
Lahore,Shelter,Oct-2025,648.0,235.0,Emergency,High,PK-LAH,413,Red Crescent,Partial delivery,REC02196
Faisalabad,Clothing,2026/01/01,794.0,271.0,Development,Low,PK-FAI,523,UNHCR,N/A,REC00185
Multan,Medicine,09/01/2025,894.0,782.0,Development,Low,PK-MUL,112,USAID,Reported late,REC02005
Karachi,Food,2026-07-01,372.0,389.0,Emergency,High,PK-KAR,-17,WFP,Awaiting confirmation,REC01880
Multan,Hygiene,2026/04/01,243.0,121.0,Development,High,PK-MUL,122,UNICEF,Delayed due to weather,REC00787
Quetta,Clothing,06/01/2025,212.0,157.0,Seasonal Aid,Low,PK-QUE,55,Local Fund,N/A,REC01746
Hyderabad,Water,09/01/2025,383.0,335.0,Seasonal Aid,Low,PK-HYD,48,UNICEF,Awaiting confirmation,REC02384
Sialkot,Hygiene,02/01/2025,412.0,135.0,Development,High,PK-SIA,277,UNHCR,Partial delivery,REC02304
Sialkot,Medicine,2026/02/01,639.0,396.0,Seasonal Aid,Medium,PK-SIA,243,Govt Relief Fund,Awaiting confirmation,REC01005
Peshawar,Water,Apr-2025,222.0,113.0,Seasonal Aid,Low,PK-PES,109,UNHCR,Reported late,REC02433
Rawalpindi,Shelter,2026-12-01,812.0,616.0,Development,Medium,PK-RAW,196,Local Fund,Verified by field officer,REC01776
Sialkot,Medicine,2026/04/01,733.0,277.0,Seasonal Aid,Medium,PK-SIA,456,Local Fund,Delayed due to weather,REC00103
Lahore,Hygiene,12/01/2026,374.0,239.0,Seasonal Aid,Low,PK-LAH,135,USAID,Delayed due to weather,REC01578
Faisalabad,Hygiene,Jul-2026,372.0,178.0,Emergency,Medium,PK-FAI,194,UNHCR,Reported late,REC02558
Lahore,Shelter,2026/12/01,286.0,197.0,Recovery,Medium,PK-LAH,89,Red Crescent,Reported late,REC00650
Lahore,Food,May-2025,199.0,137.0,Seasonal Aid,Low,PK-LAH,62,UNICEF,,REC01088
Peshawar,Hygiene,2025/01/01,315.0,248.0,Development,High,PK-PES,67,Red Crescent,N/A,REC00481
Lahore,Hygiene,2026-12-01,293.0,122.0,Emergency,Low,PK-LAH,171,Govt Relief Fund,Delayed due to weather,REC00464
Sargodha,Medicine,2025/06/01,153.0,153.0,Emergency,Low,PK-SAR,0,Govt Relief Fund,N/A,REC01757
Lahore,Food,09/01/2026,407.0,388.0,Emergency,High,PK-LAH,19,Local Fund,,REC00131
Sialkot,Hygiene,Nov-2025,168.0,167.0,Emergency,Medium,PK-SIA,1,Red Crescent,,REC01987
Lahore,Hygiene,2026-04-01,607.0,540.0,Seasonal Aid,Medium,PK-LAH,48,Red Crescent,Reported late,REC00875
Hyderabad,Shelter,Jul-2026,478.0,406.0,Development,Medium,PK-HYD,72,Govt Relief Fund,Awaiting confirmation,REC01577
Sialkot,Shelter,Feb-2025,546.0,332.0,Recovery,Medium,PK-SIA,181,UNICEF,Partial delivery,REC00994
Quetta,Hygiene,01/01/2025,470.0,383.0,Development,Medium,PK-QUE,87,UNICEF,Delayed due to weather,REC01777
Hyderabad,Shelter,2025/03/01,192.0,119.0,Development,Medium,PK-HYD,73,UNICEF,Delayed due to weather,REC01538
Peshawar,Food,2026/02/01,108.0,103.0,Emergency,High,PK-PES,5,USAID,Verified by field officer,REC02546
Sialkot,Medicine,2025-04-01,528.0,383.0,Recovery,Low,PK-SIA,145,Red Crescent,Partial delivery,REC00785
Sargodha,Medicine,08/01/2026,680.0,521.0,Recovery,Low,PK-SAR,159,UNHCR,N/A,REC00402
Peshawar,water,2026-04-01,190.0,152.0,Recovery,Medium,PK-PES,38,WFP,N/A,REC01738
Karachi,Water,09/01/2025,168.0,175.0,Development,Low,PK-KAR,-7,WFP,,REC02790
Hyderabad,Medicine,2026/02/01,123.0,55.0,Development,High,PK-HYD,68,USAID,,REC00264
Karachi,Clothing,04/01/2026,594.0,444.0,Seasonal Aid,High,PK-KAR,150,Govt Relief Fund,Awaiting confirmation,REC02489
Multan,Shelter,08/01/2025,440.0,207.0,Emergency,Medium,PK-MUL,233,Local Fund,Delayed due to weather,REC00856
